registration_number,partner_departments,subjects,title_en,title_fr,description_en,description_fr,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,owner_org,owner_org_title
A-002486,,EN,Publication after Screening Assessment of Substances - Batch 12,Publication après évaluation préalable de substances - Lot 12,Not Available,Sans objet,2013-07-06,2013-09-04,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-07-06/html/sup2-eng.html,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-07-06/html/sup2-fra.html,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002482,,EN,"Draft Order Amending Schedule 3 to the Canadian Environmental Protection Act, 1999 - Export Control List",Projet de Décret modifiant l'annexe 3 de la Loi canadienne sur la protection de l'environnement (1999) - Liste des substances d'exportation contrôlée,Not Available,Sans objet,2013-08-01,2013-08-31,C,http://www.ec.gc.ca/lcpe-cepa/default.asp?lang=En&n=26886EA3-1,http://www.ec.gc.ca/lcpe-cepa/default.asp?lang=Fr&n=26886EA3-1,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002469,,EN,Regulations Amending the PCB Regulations and Repealing the Federal Mobile PCB Treatment and Destruction Regulations,Règlement modifiant le Règlement sur les BPC et abrogeant le Règlement fédéral sur le traitement et la destruction des BPC au moyen d'unités mobiles,Not Available,Sans objet,2013-06-22,2013-08-21,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-22/html/reg1-eng.html,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-22/html/reg1-fra.html,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002466,,EN,"Publication after screening assessment of five diarylide yellow pigments specified on the Domestic Substances List (paragraphs 68(b) and 68(c) and subsection 77(1) of the Canadian Environmental Protection Act, 1999)",Publication après évaluation préalable de cinq pigments jaunes diarylides inscrits sur la Liste intérieure [alinéas 68b) et 68c) et paragraphe 77(1) de la Loi canadienne sur la protection de l'environnement (1999)],Not Available,Sans objet,2013-06-15,2013-08-14,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-15/html/notice-avis-eng.html#d106,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-15/html/notice-avis-fra.html#d106,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002467,,EN,"Publication after screening assessment of benzidine-based substances and benzidine derivatives specified on the Domestic Substances List (paragraphs 68(b) and 68(c) and subsection 77(1) of the Canadian Environmental Protection Act, 1999)",Publication après évaluation préalable de substances à base de benzidine et de dérivés de benzidine inscrites sur la Liste intérieure [alinéas 68b) et 68c) et paragraphe 77(1) de la Loi canadienne sur la protection de l'environnement (1999)],Not Available,Sans objet,2013-06-15,2013-08-14,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-15/html/notice-avis-eng.html#d103,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-15/html/notice-avis-fra.html#d103,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002468,,EN,"Publication after screening assessment of 119 substancesspecified on the Domestic Substances List (paragraphs 68(b) and 68(c) and subsection 77(1) of the Canadian Environmental Protection Act, 1999)",Publication après évaluation préalable de 119 substances inscrites sur la Liste intérieure [alinéas 68b) et 68c) et paragraphe 77(1) de la Loi canadienne sur la protection de l'environnement (1999)],Not Available,Sans objet,2013-06-15,2013-08-14,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-15/html/notice-avis-eng.html#d101,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-15/html/notice-avis-fra.html#d101,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002463,,EN,"Publication of final decision after screening assessment of 40 petroleum and refinery gases specified on the Domestic Substances List (subsection 77(6) of the Canadian Environmental Protection Act, 1999)",Publication de la décision finale après évaluation préalable de 40 gaz de pétrole et de raffinerie inscrits sur la Liste intérieure [paragraphe 77(6) de la Loi canadienne sur la protection de l'environnement (1999)],Not Available,Sans objet,2013-06-01,2013-07-31,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-01/html/notice-avis-eng.html#d112,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-01/html/notice-avis-fra.html#d112,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002464,,EN,"Publication after screening assessment of a substance - Fuel Oil, No. 2 (CAS RN (see footnote 1) 68476-30-2) - specified on the Domestic Substances List (subsection 77(1) of the Canadian Environmental Protection Act, 1999)","Publication après évaluation préalable d'une substance - le fuel-oil, no 2 (numéro d'enregistrement CAS (voir référence 1) 68476-30-2) - inscrite sur la Liste intérieure [paragraphe 77(1) de la Loi canadienne sur la protection de l'environnement (1999)]",Not Available,Sans objet,2013-06-01,2013-07-31,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-01/html/notice-avis-eng.html#d109,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-06-01/html/notice-avis-fra.html#d109,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002460,,EN,"Regulations Amending the Renewable Fuels Regulations, 2013","Règlement modifiant le Règlement sur les carburants renouvelables, 2013",Not Available,Sans objet,2013-05-18,2013-07-17,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-05-18/html/reg3-eng.html#reg,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-05-18/html/reg3-fra.html#reg,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002441,,EN,Regulations Amending the Disposal at Sea Regulations,Règlement modifiant le Règlement sur l'immersion en mer,Not Available,Sans objet,2013-04-27,2013-06-26,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-04-27/html/reg1-eng.html,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-04-27/html/reg1-fra.html,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002370,,EN,Federal Sustainable Development Strategy 2013-2016 Consultation Paper,Stratégie fédérale de développement durable 2013-2016 Document de consultation,Not Available,Sans objet,2013-02-15,2013-06-14,C,http://www.ec.gc.ca/dd-sd/default.asp?lang=En&n=F7780ED7-1,http://www.ec.gc.ca/dd-sd/default.asp?lang=Fr&n=F7780ED7-1,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002432,,EN,"Publication after screening assessment of three fuel oil substances - Fuel Oil No. 4 (CAS RN 68476-31-3), Fuel Oil No. 6 (CAS RN 68553-00-4) and Residual Fuel Oil (CAS RN 68476-33-5) - specified on the Domestic Substances List (subsection 77(1) and paragraphs 68(b) and (c) of the Canadian Environmental Protection Act, 1999)","Publication après évaluation préalable de trois mazouts - fuel-oil, no 4 (numéro d'enregistrement CAS1 68476-31-3), fuel-oil, no 6 (numéro d'enregistrement CAS 68553-00-4) et fuel-oil résiduel (numéro d'enregistrement CAS 68476-33-5) - inscrits sur la Liste intérieure [paragraphe 77(1) et alinéas 68b) et c) de la Loi canadienne sur la protection de l'environnement (1999)]",Not Available,Sans objet,2013-04-13,2013-06-12,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-04-13/html/notice-avis-eng.html#d103,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-04-13/html/notice-avis-fra.html#d103,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002433,,EN,"Publication after screening assessment of three aviation fuel substances - Distillates (petroleum), sweetened middle (CAS RN 64741-86-2), Naphtha (petroleum), sweetened (CAS RN 64741-87-3) and Naphtha (petroleum), full-range alkylate butane-containing (CAS RN 68527-27-5) - specified on the Domestic Substances List (subsection 77(1) of the Canadian Environmental Protection Act, 1999)","Publication après évaluation préalable de trois carburants aviation - Distillats moyens (pétrole), adoucis (numéro d'enregistrement CAS 64741-86-2), Naphta (pétrole), adouci (numéro d'enregistrement CAS 64741-87-3) et Naphta d'alkylation à large intervalle d'ébullition (pétrole), contenant du butane (numéro d'enregistrement CAS 68527-27-5) - inscrits sur la Liste intérieure ...",Not Available,Sans objet,2013-04-13,2013-06-12,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-04-13/html/notice-avis-eng.html#d101,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-04-13/html/notice-avis-fra.html#d101,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002411,,EN,Management Plan for Multiple Species of the Athabasca Sand Dunes in Canada,"Plan de gestion plurispécifique visant les espèces des dunes de l'Athabasca, au Canada",Not Available,Sans objet,2013-03-28,2013-05-27,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1534,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1534,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002421,,EN,Recovery Strategy for the Gold-edged Gem (Schinia avemensis) in Canada,Programme de rétablissement de l'héliotin d'aweme (Schinia avemensis) au Canada,Not Available,Sans objet,2013-03-28,2013-05-27,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1923,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1923,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002422,,EN,Management Plan for Multiple Species of the Athabasca Sand Dunes in Canada,"Plan de gestion plurispécifique visant les espèces des dunes de l'Athabasca, au Canada",Not Available,Sans objet,2013-03-28,2013-05-27,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1534,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1534,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002410,,EN,"Multi-species Recovery Strategy for the Princeton Landscape, including Dwarf Woolly-heads (Psilocarphus brevissimus) Southern Mountain Population, Slender Collomia (Collomia tenella), and Stoloniferous Pussytoes (Antennaria flagellaris) in Canada","Programme de rétablissement plurispécifique pour le paysage de Princeton visant le psilocarphe nain (Psilocarphus brevissimus) population des montagnes du Sud, le collomia délicat (Collomia tenella) et l'antennaire stolonifère (Antennaria flagellaris) au Canada",Not Available,Sans objet,2013-03-22,2013-05-21,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1734,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1734,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002409,,EN,Recovery Strategy for the Eastern Flowering Dogwood (Cornus florida) in Canada,Programme de rétablissement du cornouiller fleuri (Cornus florida) au Canada,Not Available,Sans objet,2013-03-21,2013-05-20,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=2550,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=2550,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002398,,EN,Recovery Strategy for the False Hop Sedge (Carex lupuliformis) in Canada,Programme de rétablissement du carex faux-lupulina (Carex lupuliformis) au Canada,Not Available,Sans objet,2013-03-14,2013-05-13,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=933,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=933,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002396,,EN,Recovery Strategy for the Short-rayed Alkali Aster (Symphyotrichum frondosum) in Canada,Programme de rétablissement de l'aster feuillu (Symphyotrichum frondosum) au Canada,Not Available,Sans objet,2013-03-12,2013-05-11,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1710,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1710,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002397,,EN,Management Plan for the Spring Salamander (Gyrinophilus porphyriticus) in Canada,Plan de gestion de la salamandre pourpre (Gyrinophilus porphyriticus) au Canada,Not Available,Sans objet,2013-03-12,2013-05-11,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=2548,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=2548,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002392,,EN,"Notice of intent to amend the Domestic Substances List under subsection 87(3) of the Canadian Environmental Protection Act, 1999 to indicate that subsection 81(3) of that Act applies to hydrazine",Avis d'intention de modifier la Liste intérieure en vertu du paragraphe 87(3) de la Loi canadienne sur la protection de l'environnement (1999) en vue d'indiquer que le paragraphe 81(3) de cette loi s'applique à l'hydrazine,Not Available,Sans objet,2013-03-02,2013-05-01,C,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-03-02/html/notice-avis-eng.html#d106,http://www.gazette.gc.ca/rp-pr/p1/2013/2013-03-02/html/notice-avis-fra.html#d106,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002390,,EN,Recovery Strategy for the Ivory Gull (Pagophila eburnea) in Canada,Programme de rétablissement de la Mouette blanche (Pagophila eburnea) au Canada,Not Available,Sans objet,2013-02-28,2013-04-30,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1938,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1938,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002391,,EN,Recovery Strategy for Western Spiderwort (Tradescantia occidentalis) in Canada,Programme de rétablissement de la tradescantie de l'Ouest (Tradescantia occidentalis) au Canada,Not Available,Sans objet,2013-02-28,2013-04-30,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=1743,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=1743,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002407,,EN,"Changes to the National Pollutant Release Inventory for Acrylonitrile, Particulate Matter, Toluene Diisocyanates and Total Reduced Sulphur","Modifications à l'Inventaire national des rejets de polluants pour l'acrylonitrile, les matières particulaires, les diisocyanates de toluène et le souffre réduit total",Not Available,Sans objet,2013-02-27,2013-04-24,C,http://www.ec.gc.ca/inrp-npri/default.asp?lang=En&n=680415BC-1t,http://www.ec.gc.ca/inrp-npri/default.asp?lang=fr&n=680415BC-1t,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
A-002381,,EN,Management Plan for the Beach Pinweed (Lechea maritima) in Canada,Plan de gestion du léchéa maritime (Lechea maritima) au Canada,Not Available,Sans objet,2013-02-21,2013-04-22,C,http://www.sararegistry.gc.ca/document/default_e.cfm?documentID=2544,http://www.sararegistry.gc.ca/document/default_f.cfm?documentID=2544,N,,,ec,Environment and Climate Change Canada | Environnement et Changement climatique Canada
